 Failed to load OAS profile
 Failed to load OAS profile
 McLogEvent	{"EventTime":"2016-10-15 00:11:14","Hostname":"_DC_.demo.dmn","Keywords":36028797018963968,"EventType":"INFO","SeverityValue":2,"Severity":"INFO","EventID":5000,"SourceName":"McLogEvent","Task":0,"RecordNumber":1755219,"ProcessID":0,"ThreadID":0,"Channel":"Application","Domain":"NT AUTHORITY","AccountName":"SYSTEM","UserID":"SYSTEM","AccountType":"User","Message":"McShield service started.\r\n Engine version : 5800.7501\r\n DAT version : 8317.0000\r\n \r\n Number of signatures in EXTRA.DAT : None\r\n Names of threats that EXTRA.DAT can detect : None","EventReceivedTime":"2016-12-17 00:27:38","SourceModuleName":"in0","SourceModuleType":"im_msvistalog"}
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:00:52 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache24893.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE3D75.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:00:52 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache24894.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE3D75.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:00:52 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache24895.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE3D75.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:00:52 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache24896.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE3D75.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:00:52 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache24897.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE3D75.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/17/16 07:53:46 UTC|C:\Program Files\Tripwire\TE\Agent\tmp\jar_cache7105704472430986453.tmp|C:\Program Files\Tripwire\TE\Agent\jre\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30221.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30222.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30223.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30224.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30225.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30226.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30227.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:12:44 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache30228.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE98A2.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32660.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32661.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32662.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32664.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32665.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32666.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32667.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:16:45 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache32668.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRED573.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34656.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34658.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34659.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34660.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34661.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34662.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34663.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/19/16 13:20:24 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache34664.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE6939.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33694.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33695.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33696.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33697.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33698.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33699.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33700.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33701.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20775|File Monitoring|{hipEventDesc}|FILE_DELETED_UPDATE|None|Information|none|False|12/21/16 03:35:37 UTC|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\jar_cache33702.tmp|C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC5E9.tmp\bin\java.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/16/16 20:40:10 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/21/16 20:23:50 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/21/16 20:23:50 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/22/16 20:25:50 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/24/16 20:22:01 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/26/16 20:19:44 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/21/16 00:22:27 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/23/16 00:23:27 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/26/16 00:21:51 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/27/16 00:22:47 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/16/16 16:18:50 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/19/16 16:17:44 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/21/16 16:18:31 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/22/16 16:33:07 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/24/16 16:33:16 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Windows 2008 R2|20719|File Access Blocked||WRITE_DENIED|None|Error|deny write|True|12/26/16 16:17:30 UTC|C:\windows\system32\drivers\swin.sys|C:\Program Files\VERITAS\NetBackup\bin\bpbkar32.exe|_NT_USER_NAME_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20774|File Monitoring|{hipEventDesc}|FILE_CREATED_UPDATE|None|Information|none|False|12/22/16 12:08:06 UTC|/tmp/mutt-s616909dc3sl232-500-98767-2|/usr/bin/mutt|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20774|File Monitoring|{hipEventDesc}|FILE_CREATED_UPDATE|None|Information|none|False|12/24/16 22:04:48 UTC|/tmp/mutt-s616909dc3sl232-500-2179-1|/usr/bin/mutt|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20774|File Monitoring|{hipEventDesc}|FILE_CREATED_UPDATE|None|Information|none|False|12/24/16 22:04:48 UTC|/tmp/mutt-s616909dc3sl232-500-2179-2|/usr/bin/mutt|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/16/16 08:00:35 UTC|/opt/McAfee/cma/scratch/update/UpdateDir/liblnxfv.so.4|/opt/McAfee/cma/bin/Mue_InUse|root|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/17/16 03:00:33 UTC|/opt/McAfee/cma/scratch/update/UpdateDir/liblnxfv.so.4|/opt/McAfee/cma/bin/Mue_InUse|root|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/17/16 04:26:10 UTC|/data01/home/_NIX_USER_/icrm/sh/HashedEmail_Extract_Output_withoutMPN.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 03:00:31 UTC|/opt/McAfee/cma/scratch/update/UpdateDir/liblnxfv.so.4|/opt/McAfee/cma/bin/Mue_InUse|root|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 09:37:45 UTC|/lib64/libc-2.12.so|/bin/date|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:31:12 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/tpt_wrapper_R2_Extract.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:31:33 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/NCOA_INCREMENTAL_Extract_Batch_Monthly_ESP_RITM0021428.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:31:49 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/NCOA_INCREMENTAL_Extract_Batch_Monthly_PRT_RITM0021428.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:32:08 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/Extract_Output.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:32:25 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/HashedEmail_Extract_Output.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:32:43 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/tpt_wrapper_R2_HashedEmailExtract.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 10:35:13 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/predeployment/Predeployment_R581.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:28:14 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/predeployment/Predeployment_Rollback_R581.ksh|/bin/cp|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:30:15 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/predeployment/d2utmpGZV4x4|/usr/bin/dos2unix|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:30:16 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/predeployment/d2utmpxPoQES|/usr/bin/dos2unix|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:30:44 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/d2utmpN6W3iy|/usr/bin/dos2unix|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:30:44 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/d2utmpQAtuww|/usr/bin/dos2unix|_NIX_USER_|||
 ePO	Solidifier|_WORKSTATION_|_IP_|Linux|20776|File Monitoring|{hipEventDesc}|FILE_MODIFIED_UPDATE|None|Information|none|False|12/21/16 11:30:44 UTC|/data01/home/_NIX_USER_/icrm/R5.8.1/scripts/sh/d2utmpa0mvAx|/usr/bin/dos2unix|_NIX_USER_|||
